Time,Total Timesteps,Current Session,Accuracy,Negative %,Reward,Profit,Weighted Proft,Next,Next Weight
18:30,0,0,0.2881014116969173,46.787669259579374,9.680021098411087,1.4123431444563397,0.402405414113538,RTX,4
18:32,50000,50000,0.2881014116969173,46.787669259579374,9.680021098411087,1.4123431444563397,0.402405414113538,RTX,4
18:35,100000,100000,0.2881014116969173,46.787669259579374,9.680021098411087,1.4123431444563397,0.402405414113538,RTX,4
18:37,150000,150000,0.2881014116969173,46.787669259579374,9.680021098411087,1.4123431444563397,0.402405414113538,RTX,4
18:40,200000,200000,0.2881014116969173,46.787669259579374,9.680021098411087,1.4123431444563397,0.402405414113538,RTX,4
18:43,250000,250000,0.2881014116969173,46.787669259579374,9.680021098411087,1.4123431444563397,0.402405414113538,RTX,4
18:45,300000,300000,0.2881014116969173,46.787669259579374,9.680021098411087,1.4123431444563397,0.402405414113538,RTX,4
18:48,350000,350000,0.2881014116969173,46.787669259579374,9.680021098411087,1.4123431444563397,0.402405414113538,RTX,4
18:50,400000,400000,0.2881014116969173,46.787669259579374,9.680021098411087,1.4123431444563397,0.402405414113538,RTX,4
18:52,450000,450000,0.2881014116969173,46.787669259579374,9.680021098411087,1.4123431444563397,0.402405414113538,RTX,4
18:55,500000,500000,0.2881014116969173,46.787669259579374,9.680021098411087,1.4123431444563397,0.402405414113538,RTX,4
18:57,550000,550000,0.2881014116969173,46.787669259579374,9.680021098411087,1.4123431444563397,0.402405414113538,RTX,4
19:00,600000,600000,0.2881014116969173,46.787669259579374,9.680021098411087,1.4123431444563397,0.402405414113538,RTX,4
19:02,650000,650000,0.2881014116969173,46.787669259579374,9.680021098411087,1.4123431444563397,0.402405414113538,RTX,4
19:05,700000,700000,0.2881014116969173,46.787669259579374,9.680021098411087,1.4123431444563397,0.402405414113538,RTX,4
19:07,750000,750000,0.2881014116969173,46.787669259579374,9.680021098411087,1.4123431444563397,0.402405414113538,RTX,4
19:09,800000,800000,0.2881014116969173,46.787669259579374,9.680021098411087,1.4123431444563397,0.402405414113538,RTX,4
19:12,850000,850000,0.2881014116969173,46.787669259579374,9.680021098411087,1.4123431444563397,0.402405414113538,RTX,4
19:14,900000,900000,0.2881014116969173,46.787669259579374,9.680021098411087,1.4123431444563397,0.402405414113538,RTX,4
19:17,950000,950000,0.2881014116969173,46.787669259579374,9.680021098411087,1.4123431444563397,0.402405414113538,RTX,4
19:19,1000000,1000000,0.2881014116969173,47.07577067127629,12.176474663416126,1.6473143455588242,0.5091692928970536,RTX,4
20:27,1050000,1050000,0.8354940939210601,39.09536156727168,148.78130485928267,7.230574697328471,6.190600057583483,NVR,7
21:33,1100000,1100000,1.1235955056179776,39.383462978968595,183.90016835959133,9.010883300801972,7.659173332226598,MAR,8
22:41,1150000,1150000,1.4981273408239701,39.210602131950445,203.8831419715105,9.698329154993433,8.45900352417787,UAL,6
23:49,1200000,1200000,1.6421780466724287,37.33794295592048,238.0746566698533,11.475319511031685,9.941079939497467,HOLX,1
00:34,1200000,0,1.8715807659084365,38.66973797869277,238.1161223748262,11.123685497551524,9.859475660427748,TRGP,10
01:43,1250000,50000,1.785200115174201,37.80593147135042,247.4694791631396,11.282385621012015,10.307526562675472,WFC,5
02:52,1300000,100000,1.61243881370573,37.114886265476535,261.77226146735813,11.660106580397002,10.887816256797059,K,1
04:01,1350000,150000,2.562625971782321,36.97091851425281,289.21395671541063,13.042534512224679,12.037788141449656,LMT,4
05:09,1400000,200000,2.361071120069105,35.15692484883386,305.8047913458977,13.883957066353048,12.703757165865238,CMI,1
06:18,1450000,250000,2.44745177080334,35.099337748344375,317.11629101008,14.06664383098441,13.168539484184953,A,6
07:27,1500000,300000,2.5338324215375754,31.615318168730205,330.5639020667002,14.581757485369383,13.760117461239576,HAL,4
08:35,1550000,350000,2.50503887129283,33.28534408292542,318.31878327642374,14.17733852394365,13.23006013744467,CSX,9
09:44,1600000,400000,2.50503887129283,33.74604088684135,326.207909500596,14.575758435474215,13.548503678647664,WAB,4
10:53,1650000,450000,2.418658220558595,30.895479412611575,329.3434720926378,14.973992247827765,13.725110471555807,VTRS,1
12:02,1700000,500000,2.7353872732507916,32.91102792974374,329.02561113825305,14.453193706950449,13.691618459162864,NEE,6
13:11,1750000,550000,2.8505614742297727,29.42700835012957,344.73010425061653,15.654241448271984,14.344200729613066,MRNA,7
