Time,Total Timesteps,Current Session,Accuracy,Negative %,Reward,Profit,Weighted Proft,Next,Next Weight
15:33,0,0,0.2591419522027066,48.54592571264037,22.546411758513585,0.7760103742081635,0.7755391132282304,JBHT,10
15:35,50000,50000,0.2591419522027066,48.54592571264037,22.546411758513585,0.7760103742081635,0.7755391132282304,JBHT,10
15:36,100000,100000,0.2591419522027066,48.54592571264037,22.546411758513585,0.7760103742081635,0.7755391132282304,JBHT,10
15:38,150000,150000,0.2591419522027066,48.54592571264037,22.546411758513585,0.7760103742081635,0.7755391132282304,JBHT,10
15:40,200000,200000,0.2591419522027066,48.54592571264037,22.546411758513585,0.7760103742081635,0.7755391132282304,JBHT,10
15:42,250000,250000,0.2591419522027066,48.54592571264037,22.546411758513585,0.7760103742081635,0.7755391132282304,JBHT,10
15:44,300000,300000,0.2591419522027066,48.54592571264037,22.546411758513585,0.7760103742081635,0.7755391132282304,JBHT,10
15:46,350000,350000,0.2591419522027066,48.54592571264037,22.546411758513585,0.7760103742081635,0.7755391132282304,JBHT,10
15:48,400000,400000,0.2591419522027066,48.54592571264037,22.546411758513585,0.7760103742081635,0.7755391132282304,JBHT,10
15:50,450000,450000,0.2591419522027066,48.54592571264037,22.546411758513585,0.7760103742081635,0.7755391132282304,JBHT,10
15:51,500000,500000,0.2591419522027066,48.54592571264037,22.546411758513585,0.7760103742081635,0.7755391132282304,JBHT,10
15:53,550000,550000,0.2591419522027066,48.54592571264037,22.546411758513585,0.7760103742081635,0.7755391132282304,JBHT,10
15:55,600000,600000,0.2591419522027066,48.54592571264037,22.546411758513585,0.7760103742081635,0.7755391132282304,JBHT,10
15:57,650000,650000,0.2591419522027066,48.54592571264037,22.546411758513585,0.7760103742081635,0.7755391132282304,JBHT,10
15:59,700000,700000,0.2591419522027066,48.54592571264037,22.546411758513585,0.7760103742081635,0.7755391132282304,JBHT,10
16:01,750000,750000,0.2591419522027066,48.54592571264037,22.546411758513585,0.7760103742081635,0.7755391132282304,JBHT,10
16:03,800000,800000,0.2591419522027066,48.54592571264037,22.546411758513585,0.7760103742081635,0.7755391132282304,JBHT,10
16:05,850000,850000,0.2591419522027066,48.54592571264037,22.546411758513585,0.7760103742081635,0.7755391132282304,JBHT,10
16:07,900000,900000,0.2591419522027066,48.54592571264037,22.546411758513585,0.7760103742081635,0.7755391132282304,JBHT,10
16:09,950000,950000,0.2591419522027066,48.54592571264037,22.546411758513585,0.7760103742081635,0.7755391132282304,JBHT,10
16:11,1000000,1000000,0.2591419522027066,48.60351281312985,23.952219384005236,0.8383889874954439,0.8184730630824412,JBHT,10
16:30,1050000,1050000,1.0077742585660812,39.47595738554564,142.57587857648915,7.148595559810839,5.942736010218767,DE,10
16:49,1100000,1100000,1.785200115174201,38.18024762453211,201.66598810762207,9.795808544494605,8.382283865309972,VLTO,9
17:08,1150000,1150000,1.9003743161531816,37.114886265476535,254.31265760274584,11.860873579265826,10.60568833094229,TTWO,7
17:27,1200000,1200000,2.418658220558595,36.1359055571552,304.14262749824917,14.053011883506581,12.714538494050668,FE,5
17:46,1250000,1250000,2.879355024474518,33.054995680967465,371.17535978952264,17.129345856269847,15.484741982235077,BKNG,2
18:06,1300000,1300000,3.1960840771667143,32.795853728764754,407.1422849816289,18.487746851514576,17.02409244607488,CZR,4
18:25,1350000,1350000,3.3688453786351857,31.09703426432479,431.25943305481997,19.31965754920537,18.026999139625385,ADBE,10
18:44,1400000,1400000,3.7719550820616186,29.974085804779733,466.94633072778396,20.827732544094896,19.51814324065412,MAS,2
19:04,1450000,1450000,4.031097034264325,28.995105096458396,500.5555909840417,22.870352506653997,20.93602556226924,ADBE,10
19:23,1500000,1500000,4.578174488914484,28.217679239850273,552.1218986978647,24.98170359783772,23.071065437061282,TECH,9
19:43,1550000,1550000,4.83731644111719,25.251943564641522,589.757558869442,26.71837302357444,24.696374234847678,SPG,8
20:02,1600000,1600000,5.3843938957673485,26.80679527785776,609.117525230649,27.24606338642214,25.476019204951278,CMS,5
20:22,1650000,1650000,5.528361646991074,28.332853440829254,606.7328765518707,26.999494251056937,25.319838582535294,PG,3
20:42,1700000,1700000,5.8738842499280155,25.309530665131007,636.8706958261961,28.759279967220273,26.572022697689235,MCK,4
21:02,1750000,1750000,6.046645551396487,23.553124100201554,646.2991874259434,29.504775788192603,26.99120698856053,CMS,5
21:21,1800000,1800000,5.989058450906997,27.87215663691333,659.3502762288024,29.488973669672042,27.525680809555006,DXCM,8
21:41,1850000,1850000,6.219406852864958,26.69162107687878,659.1290016285586,29.644144158994173,27.51569717162794,PXD,10
22:01,1900000,1900000,6.622516556291391,26.20213072271811,682.6062955196263,30.706276849153117,28.487041634931717,ALB,9
22:21,1950000,1950000,6.824071408004608,23.95623380362799,700.3877498652085,31.457648627122374,29.218062259507402,ALB,9
22:41,2000000,2000000,6.968039159228333,25.3671177656205,707.7043649577894,31.68425537028856,29.52425031380303,IRM,3
23:00,2050000,2050000,7.0832133602073135,23.75467895191477,714.9312723979261,32.015823323228354,29.815894821138297,CLX,6
23:20,2100000,2100000,7.428735963144256,22.228620788943275,732.1091697217696,33.02874458842784,30.545041737381332,CARR,7
23:40,2150000,2150000,7.428735963144256,23.46674344946732,730.208046736558,32.791353953811004,30.3864868832918,CARR,7
00:00,2200000,2200000,7.371148862654765,23.409156348977827,757.9355309155522,33.834415555798984,31.594762948852026,VLTO,2
00:19,2250000,2250000,7.51511661387849,25.223150014396772,748.3460990632124,33.29655839991746,31.178356014444606,RMD,1
